Participant.ID,X1..I.think.City.Council.should.consider.increasing.the.budget.for.the.following.service..select.one..,X2.1.Supports.environmental.and.climate.action,X2.2.Supports.truth..justice.and.reconciliation,X2.3.Makes.sure.everyone.in.Toronto.has.equitable.access.to.services.and.supports,X2.4.Makes.it.easier.to.get.around,X2.5.Supports.social..physical.and.mental.well.being,X2.6.Makes.life.easier.or.more.affordable,X2.7.Helps.build.the.economy..supports.businesses..job.creation.or.employment,X2.8.Makes.Toronto.safer,X2.9.Supports.the.city.s.development.and.prepares.for.future.growth,X2.10.This.is.a.fundamental.municipal.service,X2.11.Is.a.good.use.of.my.property.taxes.or.user.fees,X2.12.Other.,X2.13.Other.Text,X3..The.service.I.think.the.City.should.decrease.funding.to.is.,X4.1.The.money.should.go.to.another.program.or.service,X4.2.Enough.of.my.money.goes.to.this.service.already,X4.3.Benefits.some.Toronto.residents.more.than.others,X4.4.The.money.to.support.it.should.come.from.another.level.of.government,X4.5.The.City.should.not.deliver.this.service.anymore,X4.6.It.needs.to.be.more.effective.before.the.City.spends.more.money.on.this.service,X4.7.It.no.longer.meets.the.needs.of.Toronto.s.residents,X4.8.Other.,X4.9.Other.Text,X5..The.City.continues.to.fill.the.funding.gap.for.services.that.are.the.Provincial.Government.s.responsibilities..resulting.in.a..1.5.billion.budget.shortfall..These.services.should.be.properly.funded.by.them.including.housing..emergency.shelters..highways..public.safety..refugees.and.transit..Do.you.agree.that.the.provincial.government.should.step.up.and.pay.for.their.responsibilities.,X6..The.City.of.Toronto.continues.to.fill.the.gap.in.funding.for.services.that.are.within.the.Federal.Government.s.responsibilities.and.should.be.properly.funded.by.them..These.services.include.housing..transit..health.and.refugee.settlement....Do.you.agree.that.the.federal.government.should.step.up.and.pay.for.their.responsibilities.,X7.1.Meet.and.speak.with.my.local.Member.of.Provincial.Parliament..MPP..and.Member.of.Parliament..MP.,X7.2.Ask.friends.to.also.contact.their.MPP.and.MP.to.support.a.New.Deal,X7.3.Participate.in.the.provincial.budget.consultations,X7.4.Participate.in.the.federal.budget.consultations,X7.5.Sign.a.petition.to.the.provincial.and.federal.parliaments,X7.6.Other,X7.7.Other.Text,X8..Please.provide.the.first.three.characters.of.your.postal.code..e.g..M5H.,X9..What.is.your.age.,X10.1.Identify.as.Indigenous.to.Canada..First.Nations..Inuit.or.Metis.,X10.2.From.a.racialized.community,X10.3.New.to.Canada..less.than.5.years.,X10.4.Have.lived.experience.of.homelessness,X10.5.Member.of.the.2SLGBTQ..community,X10.6.Living.with.disability,X10.7.Low.income,X10.8.My.primary.language.is.not.English.or.French,X10.9.None.of.these.apply.to.me.or.prefer.not.to.answer,X10.10.Other,X10.11.Other.Text
1b1bb423e5f02ff8c12bbfcbf5de3429,Long-term care homes and services for seniors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"affordable housing #1 also with Wheeltrans some people have their own house, income should be considered. Someone making $200,000. a year or has money should be taking taxi.",Affordable housing and shelters ,NA,NA,NA,1,NA,NA,NA,1,take refugees to other cities and house your own 1st!,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,1,Wrote PM already & he does nothing. Private Corporate Landlords doubled rents profit 12$ billion? banks profitted. Loblaws?! make every business that profit pay for housing,m8v,55-64,NA,NA,NA,NA,NA,1,1,NA,NA,1,"$40,000 a year but can’t get away from spouse as he can’t afford his own apt. $18,500. a year! help, Low income"
689b1684094b73ebaaf1ce568cc420df,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6e13880496de7124eb5812497ff08737,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
f6ffb5d5fbd242accb93de54aca14e7d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
849e30c780571dfdd117543385d907ca,Police ,NA,1,NA,1,1,1,NA,1,1,1,1,1,"It’s mind boggling that nothing can be done when it comes to break-ins and car thefts. This has a significant impact on people’s wallets, from deductibles, to higher rates in certain areas, to general",Parking ,NA,NA,1,NA,NA,NA,NA,1,The city should be building a genuine transit plan rather than encouraging parking.,Strongly agree,Strongly agree,1,1,NA,NA,1,1,"The City could better educate Torontonians on the issues we need help with. We have millions of voters that could help petition levels of government if properly educated and encouraged., Sign a petition to the provincial and federal parliaments",M9R,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
a0effa2659b48f918dfdc2d77eb4aaed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
d19241ef6dfee942b7b1a41319bd661d,Employment and social services,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11ac8ec034a5320bde9614f0a22fec8f,Affordable housing and shelters ,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,,"Arts, culture, entertainment and attractions",1,NA,1,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M8Y,55-64,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
0763cafd8ee4c268c24d73a4e8407823,Affordable housing and shelters ,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,,Promoting and supporting Toronto businesses,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M1S,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
8b09441540a65376bf58efa3d950ce93,TTC and Wheel Trans ,NA,NA,1,1,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,1,NA,,M6S,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
320d4c836908dd183845607e939218a4,TTC and Wheel Trans ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,1,"Coop housing yes, though shelter *** at Bathurst has now been turned into safe injection site choice increase across from a school. Wrong site years feedback, no action move site",Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5V,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
9fb6daabef06bbf3603d4e3737c95cd7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
63900632d7da00d26c1fd52b837a576e,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7b192aca612973f3f339c3eedfa26ac5,Employment and social services,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,,Animal services,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e28fef003b7e6f41848f31e41bca44d4,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,,Promoting and supporting Toronto businesses,NA,NA,NA,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,m5h,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
7e586306c3fd62bcdebae3eebcf01894,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26f2ebf877c44b0c264f58697f424318,Police ,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,,TTC and Wheel Trans ,1,1,1,NA,1,1,1,NA,,Agree,Strongly agree,NA,NA,NA,1,1,1,Meet with local city council member for my area to understand what they feel is important for their constituents.,M6R,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
473ad14fe08f710a9f60e6b9c0d08180,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14d84d6c26237d6e19f6551615c564d1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a0a5014f2cd86658dbdbedec7d077977,Police ,NA,1,1,NA,1,1,NA,1,1,1,1,NA,,"Maintaining roads, bike lanes and sidewalks",1,1,1,1,NA,NA,1,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M8X,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
995f8ee86dfde3e69616a2cf2db4c9f3,"Maintaining roads, bike lanes and sidewalks",1,NA,1,1,1,1,1,1,1,NA,1,NA,,Promoting and supporting Toronto businesses,1,1,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M5V,55-64,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
4e64e2b4a5d506e230903c83cb86ad2d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a5e4a2b303c01810ac3ae6660a1746ff,TTC and Wheel Trans ,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,1,NA,NA,,M5A,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
ed00f984eaf3068624025e09ec708993,Public health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Lines up are way too long at walk ins and emergency, and you can not get a family doctor easily.  If you pay for an MRI you cna get it in 2 days, if you dont  it s6 months",Animal services,1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,m8z,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
4a691496e356364d4ca2c4919ddce52d,Environment and climate ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,Parking ,NA,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M6b,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
9de6163179f1d12bb97a68b39f843ab1,Public health,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,,Environment and climate ,1,NA,NA,NA,1,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6H,30-54,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
73c1e22a77dd8eab68d633250148ebe2,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M6H,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
98dde9846f3ad1fd2a4282d0b6635bc4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c2db92c438d25c01c72b4b444321560b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9ae946c78e15e486dcf5fd07df9bfd99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9d0cdac78cc65b7d29541b799f384d09,Building permits and inspections,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arts, culture, entertainment and attractions",1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,1,1,1,1,1,NA,,M5S,30-54,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
f988419ec0f5d96dfa70cc2da2b3aa94,Planning and development,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9e0c0d245f705b9ff15e920ebb46956c,TTC and Wheel Trans ,1,1,1,1,1,1,1,1,1,1,1,NA,,Environment and climate ,1,1,NA,1,NA,NA,NA,NA,,Agree,Strongly agree,1,1,1,1,1,NA,,M5B,20–29,NA,1,1,NA,NA,NA,1,1,NA,NA,
a571c8063093e0b42dc0ad3d6f856eef,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3772b3a5efdc15ba7d2fb422198fdb5b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
33b6a9d9c3b67dcd9a24744c3d126579,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e057f981817978b4bfeb9787cbefffe9,Parking ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Your first question is how should the budget increase how about.. how will you better spend the money you have,"Community grants, partnerships and programs for youth",NA,NA,NA,NA,NA,NA,NA,1,There wasn't an all button,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,1,Utilize  my highly paid bureaucrats to ensure they do their job,M5v,30-54,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Barely surviving can't pay more
e1d8ea285c6b7b59c65a63961b50813d,Environment and climate ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
fbc8d7d283cb3a1a361ce18d6ba60ee4,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ef61ab787c93e2459383e0e758a21d44,"Maintaining roads, bike lanes and sidewalks",1,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,"Improve cycling and pedestrian safety, by increasing cycling infrastructure. Safer intersections and following ACTUAL Vision Zero guidelines",Environment and climate ,NA,NA,NA,NA,NA,1,NA,1,Climate change is a large factor and reducing car dependency is an important step. Building a cycling network of fully separated and protected cycle lane is vital to reaching climate goals.,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,m6k,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
546a84fc959230582b9ca98040e00427,Long-term care homes and services for seniors,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,,Environment and climate ,1,1,NA,1,NA,1,NA,NA,,Disagree,Agree,1,1,NA,NA,1,NA,,M9p,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e0b4f4fd62839acee55daba3467b5fd7,Planning and development,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,Reduce traffic,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,NA,NA,,Undecided / Don’t Know,Undecided / Don’t Know,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
69dad035888c93bf3b329beaa1be30ed,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,"Maintaining roads, bike lanes and sidewalks",NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M1p,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
11c653388d61f597a638782d7f66aafc,Police ,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,,"Arts, culture, entertainment and attractions",1,1,1,NA,NA,1,NA,NA,,Agree,Strongly agree,1,1,1,1,1,NA,,M2R,20–29,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
d176e9b1faae406b715e08b474b14a14,Long-term care homes and services for seniors,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,,Affordable housing and shelters ,NA,1,NA,NA,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M1N,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
7631fbbf421333ed23e4eebb720e37c5,"Maintaining roads, bike lanes and sidewalks",1,NA,1,1,1,NA,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,NA,1,NA,1,1,"Advocate for new revenue sources under municipal control (e.g. small municipal sales or income tax, road tolling, etc.)",m4j,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
0a181ff1e2d35b9e619ddb08e59860a8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4233d57da438c7adf9053ee2ee028622,Police ,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,,Environment and climate ,NA,1,NA,1,NA,NA,NA,NA,,Agree,Agree,NA,NA,1,1,NA,NA,,m9r,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
fa33642e83fcdd4798f2742ee86c2781,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
47d14692a8965442b798a97951537ec1,Environment and climate ,1,NA,NA,1,NA,1,1,1,1,NA,1,NA,,Parking ,1,NA,1,NA,NA,NA,NA,1,Other options,Strongly agree,Strongly agree,1,NA,NA,NA,NA,NA,,m4w,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
acdaee34389f10c60f6ef70f939820ce,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,,"Community grants, partnerships and programs for youth",1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,1,1,NA,,m48,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
87ea3783403d1a664ae83e6c3e062e05,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,Provides Housing to everyone and keeps everyone safe!,Police ,1,NA,NA,1,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M1J,20–29,NA,1,1,NA,NA,NA,1,1,NA,NA,
e6bc982bde06e09f66c5bec615a0acc7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7b57a3ad0a107e963fb9af2fcc97d3f0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
bbb203ebcb08010761ee89a6edbc9a3d,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4ec985a2cac3a02661157cd69c2649b9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5b00f6ecc74dbb30a93b73a7839bc2f6,Affordable housing and shelters ,1,1,1,NA,1,1,1,NA,NA,1,1,NA,,Police ,NA,1,1,NA,NA,1,NA,NA,,Undecided / Don’t Know,Agree,NA,1,NA,NA,NA,NA,,M1J,30-54,NA,NA,NA,NA,1,1,1,NA,NA,NA,
0cfa51787c0a45c5309107b4fe975f01,Affordable housing and shelters ,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,,Parking ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M8Y,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
9e812b98a43fd33c51af0bc9f8a62959,TTC and Wheel Trans ,1,NA,1,1,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,NA,NA,1,"TPS is consistently in contempt of the communities it ostensibly serves, and refuses to accept any kind of accountability of oversight. It is a blackhole in our budget.",Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,m6g,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
947c391e01489116ea5e979de8c320bc,TTC and Wheel Trans ,1,NA,1,1,1,1,1,1,1,1,1,NA,,Parking ,1,1,1,NA,NA,NA,NA,1,The City's parking rates are too inexpensive.  Increase rates to incent people to make better choices and raise revenue.,Agree,Strongly agree,1,1,1,1,NA,NA,,M2N,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
b30005565a723506c219b8e071eff8ed,TTC and Wheel Trans ,1,1,1,1,1,1,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,NA,1,1,1,NA,,M5A,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
cbeaffc98598e4197ec35eab952522cc,TTC and Wheel Trans ,1,NA,1,1,NA,NA,NA,NA,1,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e8462012479c929b4c0948215d011aec,Planning and development,NA,NA,1,1,1,1,1,1,1,NA,1,NA,,Promoting and supporting Toronto businesses,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2437bebaeec2e4c9e4980bee85a05f77,Planning and development,1,1,1,1,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5A,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
52a6fd26ac635b7bd93c259780bd7b95,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,,"Arts, culture, entertainment and attractions",1,NA,1,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,1,"I wish I knew other options. I met with my MP *** about the treatment of Refugees living outside ***. He waisted our meeting blaming other level of gov'ts and sharing his ""achievement",M4P,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
18e36f54246ef97ca5eb24fd93786179,TTC and Wheel Trans ,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,,Libraries,1,1,1,1,NA,1,NA,NA,,Disagree,Disagree,1,NA,NA,NA,NA,NA,,M3M,65 and over,NA,NA,NA,NA,NA,1,1,NA,NA,NA,
4d50e07da503c619d2e4894343e8b971,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
bb8bdb1991e9cf0eca9281fb58a33f89,"Arts, culture, entertainment and attractions",1,1,NA,NA,1,NA,1,NA,1,NA,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M6K,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e7ff53079976d682c5ccb9d82e8977d4,TTC and Wheel Trans ,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,,Parking ,1,1,1,NA,1,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,M6S,30-54,NA,NA,1,NA,NA,NA,NA,1,NA,NA,
89bf4fa27d0d3a3d17dbce1d9b84d932,Affordable housing and shelters ,NA,1,1,NA,1,1,1,1,1,NA,NA,NA,,Parking ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M5b,30-54,NA,NA,NA,NA,1,1,1,NA,NA,NA,
08f106758fdfa2c60936c358c763c81c,Affordable housing and shelters ,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,,Police ,1,NA,1,NA,NA,NA,NA,NA,,Agree,Agree,NA,1,1,1,1,NA,,M6J,30-54,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
442e7e1c7e94505a75f32d61e9dd972d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c5c256783c295282709f3b21fe449af7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
88d921c7d3e4d2e2f7e2382b8b096296,Building permits and inspections,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,,Environment and climate ,1,1,NA,1,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M1L,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
85f765427b5ec85303d6fb62e73fb10f,"Arts, culture, entertainment and attractions",NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Agree,1,1,1,1,1,NA,,M4L,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
fa76d5f09cb3a6736ba08239f3bee962,Environment and climate ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,Enforcement of bylaws and licensing ,NA,NA,NA,NA,NA,NA,1,NA,,Undecided / Don’t Know,Undecided / Don’t Know,NA,NA,1,NA,NA,NA,,m4w,19-Oct,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
